 ఒక హిందువు పాడె మోసి ప్రచారం చేసుకుంటున్న కొందరి ముస్లిముల కి సంబంధించిన ఫోటో.,https://factly.in/telugu-this-picture-and-the-accompanying-text-are-from-two-separate-events/
 ఇజ్రాయిల్ దేశం చర్యలని ప్రపంచానికి తప్పుగా చూపెట్టే క్రమంలో హమాస్ ఉగ్రవాద సంస్థ^ పాలస్తీనా ప్రజలకు నకిలీ గాయాల మేకప్ చేస్తున్న దృశ్యాలు.,https://factly.in/telugu-unrelated-old-video-shared-as-palestinian-people-misleading-the-world-with-fake-injuries/
 కేరళలో  హనుమాన్ స్టిక్కర్ అతికించి ఉన్న అంబులన్స్ ఎక్కకపోవడంతో ఇద్దరు క్రిస్టియన్ దంపతులు మరణించారని  ‘Inshorts’ మీడియా ఔట్లెట్ రిపోర్ట్ చేసింది.,https://factly.in/telugu-inshorts-did-not-report-that-a-christian-couple-in-kerala-passed-away-after-refusing-an-ambulance-with-hanuman-sticker/
 హైదరాబాద్ లోని ప్రముఖ పౌల్ట్రీ ఫారంలోని కోళ్లకు అక్కడి కార్మికుల ద్వారా కరోనా సోకింది – way2news.,https://factly.in/telugu-this-news-that-chicken-at-a-popular-poultry-farm-in-hyderabad-infected-with-covid-19-is-fake/
 ‘పశ్చిమ బెంగాల్ 29 మంది TMC ఎమ్మెల్యేలు రోహింగ్యాలని తేలింది^ ఇది నిరూపితమైతే ఎన్నికల కమిషన్ TMCని 12 సంవత్సరాల పాటు నిషేదిస్తారు’,https://factly.in/telugu-the-news-that-eci-has-banned-the-tmc-party-as-29-of-its-mlas-were-found-to-be-rohingya-is-not-true/
 ‘పాకిస్తాన్ నుండి వచ్చి రాజస్థాన్ లో తలదాచుకుంటున్న హిందువులకు వ్యాక్సిన్ నిరాకరించిన రాజస్థాన్ కాంగ్రెస్ ప్రభుత్వం’.,https://factly.in/telugu-central-govt-did-not-issue-any-guidelines-before-06-may-2021-on-provisions-to-vaccinate-to-those-without-an-id-proof/
 పశ్చిమ బెంగాల్ రాష్ట్రంలో రోహింగ్యాలు హిందువుల పై దాడి చేస్తున్న దృశ్యాలు.,https://factly.in/telugu-video-from-uttar-pradesh-shared-as-rohingyas-attacking-hindus-in-west-bengal/
 ఇప్పుడు ఇజ్రాయిల్- పాలస్తీనా మధ్య జరుగుతున్న దాడుల సందర్భంలో ఇజ్రాయిల్ సైన్యం మసీదును కూల్చేసిన వీడియో.,https://factly.in/telugu-the-mosque-seen-in-this-video-was-not-demolished-by-the-israeli-army/
 కరోనా వైరస్ సెకండ్ వేవ్  నేపథ్యంలో భారత ప్రధాని నరేంద్ర మోదీ ప్రభుత్వానికి మద్దతుగా కథనాలను ప్రచురించిన అంతర్జాతీయ మీడియా.,https://factly.in/telugu-international-media-did-not-publish-these-articles-in-support-of-narendra-modi-government/
 కరోనా చికిత్స తీసుకుంటున్న బాబా రాందేవ్ ఆసుపత్రిలో వెంటిలేటర్ పై ఉన్న ఫోటో.,https://factly.in/telugu-old-image-of-baba-ramdev-is-shared-as-him-being-hospitalised-and-on-ventilator-support/
 శ్రీలంక కొలంబో నేషనల్ మ్యూజియంలో పొందుపరిచిన శ్రీ కృష్ణుడి శంఖం యొక్క ఫోటో.,https://factly.in/telugu-this-ancient-horn-in-colombo-national-museum-has-nothing-to-do-with-the-history-of-lord-krishna/
 కేరళ లోని ఒక చర్చి నుంచి ED 7 వేల కోట్లు నల్ల ధనాన్ని జప్తు చేసింది.,https://factly.in/telugu-it-raids-on-believers-eastern-church-press-release-states-around-rs-6-crores-unexplained-cash-found/
 ఢిల్లీలోని జఫ్ఫ్రాబాద్ ప్రాంతంలో సామాజిక దూరం పాటించకుండా జనాలతో రద్దీగా ఉన్న వీడియో.,https://factly.in/telugu-this-video-of-people-flaunting-social-distancing-norms-while-shopping-is-from-pakistan-not-delhi/
 బెంగాల్ ఎన్నికల అనంతరం జరిగిన గొడవల తరువాత^ హిందువులు ముస్లింల పై దాడి చేస్తున్న వీడియో.,https://factly.in/telugu-unrelated-old-videos-shared-as-revenge-attack-by-hindus-in-bengal/
 కేంద్రం పంపించిన కొన్ని వేల రెమ్‌డెసివిర్‌ మందుల్ని రాష్ట్ర ప్రభుత్వాలు నదిలో పారేసి వృధా చేస్తున్న దృశ్యాలు.,https://factly.in/telugu-drug-control-officer-clarified-that-the-remdesivir-vials-found-in-bhakra-canal-punjab-are-fake/
 ‘ఢిల్లీలో కేజ్రివాల్ ప్రభుత్వంలోని మంత్రి ఇమ్రాన్ హుస్సేన్ ఇంట్లో 630 ఆక్సిజన్ సిలిండర్లు పట్టుకున్న ఢిల్లీ పోలీస్’.,https://factly.in/telugu-630-illegal-oxygen-cylinders-were-not-detained-from-aap-mla-imran-hussain-house/
 హిందూ మహాసముద్రంలో చైనా ‘లాంగ్ మార్చ్ 5బి’ రాకెట్ కులిపోతున్న దృశ్యాలు.,https://factly.in/telugu-unrelated-old-videos-are-linked-to-chinas-rocket-long-march-5b-fall-into-indian-ocean/
 వై ఎస్ జగన్ మోహన్ రెడ్డిని విమర్శస్తూ శశికళ చేసిన ట్వీట్.,https://factly.in/telugu-this-tweet-of-sasikala-mocking-ap-cm-ys-jagan-is-from-a-parody-account/
 ఆంధ్రప్రదేశ్ రాష్ట్రంలో కలెక్టర్ కార్యాలయంలో చలానా కట్టి రెమెడెసివిర్ పొందొచ్చు,https://factly.in/telugu-one-cannot-procure-remdesivir-injection-from-ap-collectorate-office-by-paying-a-challan/
 2021 వెస్ట్ బెంగాల్ అసెంబ్లీ ఎన్నికలలో జరిగిన రిగ్గింగ్ ఘటన వీడియో.,https://factly.in/telugu-old-video-is-shared-as-voter-fraud-in-the-2021-west-bengal-assembly-elections/
 ఉత్తరప్రదేశ్ ముఖ్యమంత్రి యోగి ఆదిత్యనాథ్ కాన్వాయ్ ని చూసి సమాజ్ వాది పార్టీ నేతలు దాక్కుంటున్న ఫోటో.,https://factly.in/telugu-2018-incident-of-sp-leaders-protest-showing-black-flags-to-up-cm-convoy-shared-with-false-narrative/
 పశ్చిమ బెంగాల్ లో ఎన్నికల ఫలితాల అనంతరం జరిగిన దాడులకి సంబంధించిన వీడియో.,https://factly.in/telugu-murder-video-from-brazil-is-passed-off-as-from-post-poll-violence-in-west-bengal/
 పశ్చిమ బెంగాల్ రాష్ట్రంలో చోటుచేసుకున్న అల్లర్ల సందర్భంలో NRC అవసరమని NSA అజిత్ దోవల్ పెట్టిన ట్వీట్.,https://factly.in/telugu-tweet-from-parody-account-shared-as-ajit-doval-tweet-on-west-bengal-post-poll-violence/
 పశ్చిమ బెంగాల్ లో TMC కార్యకర్తలు ఒక హిందూ అమ్మాయిని ఎత్తుకెళ్తున్న వీడియో.,https://factly.in/telugu-video-from-bangladesh-shared-as-tmc-workers-attacking-a-hindu-girl-in-bengal/
 పశ్చిమ బెంగాల్ ముఖ్యమంత్రి మమతా బెనర్జీ ఆఫీసులో ఆంధ్రప్రదేశ్ ముఖ్యమంత్రి వై.యస్. జగన్ ఫోటో ఉన్న దృశ్యాలు.,https://factly.in/telugu-ap-cm-ys-jagan-photo-in-i-pac-office-shared-as-that-in-west-bengal-cm-mamata-banerjee-office/
 పశ్చిమ బెంగాల్ ఎన్నికలలో బీజేపీకి ఓటు వేసినందుకు వెస్ట్ మిడ్నాపూర్ జిల్లాకి చెందిన 20 సంవత్సరాల యువతిని TMC కార్యకర్తలు అత్యాచారం చేసి చంపేసారు.,https://factly.in/telugu-unrelated-incident-of-rape-and-murder-of-a-girl-is-attributed-to-post-poll-violence-in-west-bengal/
 పశ్చిమ బెంగాల్ రాష్ట్రంలో TMC పార్టీ కార్యకర్తలు పోలీసులు పై దాడి చేస్తున్న దృశ్యాలు.,https://factly.in/telugu-old-video-is-passed-off-as-tmc-supporters-dancing-with-guns-celebrating-the-recent-election-victory/
 Aspidosperma-Q హోమియోపతి ఔషధం వాడటం ద్వార కరోనా రోగుల ఆక్సిజన్ స్థాయి వెంటనే మెరుగవుతుంది.,https://factly.in/telugu-covid-19-aspidosperma-q-is-not-a-substitute-for-medical-oxygen/
 అమెరికాలో మరణ శిక్ష పడ్డ ఓ వ్యక్తి పాముకాటు అని ఊహించి సూది వల్ల చనిపోయాడు.,https://factly.in/telugu-fictitious-story-shared-as-man-sentenced-to-death-died-of-a-needle-in-anticipation-of-a-snake-bite/
 కరోనా కేసులు పెరుగుతున్న నేపథ్యంలో పాకిస్తాన్ భారత దేశానికి అంబులన్స్ వాహనాలు పంపుతున్న వీడియో.,https://factly.in/telugu-unrelated-old-videos-are-being-shared-as-pakistan-sent-ambulances-to-india-to-help/
 బెంగాల్ మరియు తమిళనాడు 2021 ఎన్నికల్లో బీజేపీ స్వల్ప తేడాతో చాలా సీట్లు ఓడిపోయింది.,https://factly.in/telugu-false-numbers-shared-as-bjp-lost-mosts-seat-by-very-less-margin-in-wb-and-tn-elections/
 కేరళ ముఖ్యమంత్రి పినరయి విజయన్ అల్లుడు మహమ్మద్ రియాజ్ మరియు కూతురు వీణ భారతదేశంలో తయారయ్యే వ్యాక్సిన్ ప్రమాదకరమని దుష్ప్రచారం చేస్తున్న దృశ్యం.,https://factly.in/telugu-pinarayi-vijayans-son-in-law-mohammad-riaz-did-not-state-that-vaccines-made-in-india-are-dangerous/
 PM CARES వివరాలు ప్రజలకి తెలియజేయాలని బీజేపీ MP సుబ్రమణియన్ స్వామి^ కేంద్ర ప్రభుత్వాన్ని డిమాండ్ చేసారు.,https://factly.in/telugu-bjp-mp-subramanian-swamy-did-not-demand-the-central-government-to-disclose-pm-cares-details-to-public/
 తెలంగాణ ముఖ్యమంత్రి కేసీఆర్ ఆదేశాల మేరకు రాష్ట్రంలోని కళ్యాణ మండపాలను^ సినిమా హాళ్ళను కోవిడ్ సెంటర్లుగా మారుస్తున్న దృశ్యాలు.,https://factly.in/telugu-photos-of-old-covid-centres-in-america-are-shared-as-those-from-telangana/
 సౌదీ అరేబియా నుంచి ఇండియాకు చేరుకున్న ఆక్సిజన్ టాంకర్లకు సంబంధించిన వీడియో.,https://factly.in/telugu-this-video-does-not-show-oxygen-tankers-being-sent-to-india-from-saudi-arabia-or-pakistan/
 కరోనా వైరస్ నుండి రక్షించడానికి తన రెండేళ్ళ కూతురికి ప్లాస్టిక్ కవర్ కప్పి హత్తుకున్న భారత సైనికుడి ఫోటోలు.,https://factly.in/telugu-incident-of-soldier-wrapping-his-son-in-a-plastic-cover-and-hugging-him-is-from-malaysia-not-india/
 ఆంధ్రప్రదేశ్ రాష్ట్రంలో ఆక్సిజన్ సిలిండర్ల కొరత తగ్గించడానికి ముఖ్యమంత్రి వై.యస్.జగన్ 10 కోట్ల సొంత డబ్బు కేటాయించారు.ఫాక్ట్ (నిజం):  ఆక్సిజన్ సిలిండర్ల కోసం 10 కోట్ల రూపాయల సొంత డబ్బుని ఖర్చు చేయనున్నట్టు ఆంధ్రప్రదేశ్ ముఖ్యమంత్రి వై.యస్.జగన్ ప్రకటించలేదు. ఈ విషయాన్ని తెలుపుతూ ఆంధ్రప్రదేశ్ ప్రభుత్వం ఎటువంటి ప్రెస్ రిలీజ్ జారీ చేయలేదు. YSRCP పార్టీ కూడా ఈ విషయాన్నీ తెలుపుతూ ఎటువంటి ట్వీట్ పెట్టలేదు. కావున^ పోస్టులో చేస్తున్న క్లెయిమ్ తప్పు.,https://factly.in/telugu-y-s-jagan-did-not-announce-spending-10-crores-of-personal-money-for-oxygen/
 కోవిడ్ కు కారణం నెహ్రూ నే అని చెప్పిన అమిత్ షా.,https://factly.in/telugu-amit-shah-did-not-say-that-nehru-was-the-reason-for-covid/
 పల్స్ పోలియో తరహాలో ప్రజల ఇంటివద్దకే వెళ్లి కరోనా వాక్సిన్ అందించాలని తెలంగాణ ముఖ్యమంత్రి కేసీఆర్ నిర్ణయించారు.,https://factly.in/telugu-telangana-cm-kcr-did-not-announce-that-the-govt-will-get-people-vaccinated-at-their-homes/
 బెంగళూరు హాస్పిటల్స్ సిబ్బంది^ కరోనా రోగులను గొంతు పిసికి చంపుతున్న దృశ్యాలు.,https://factly.in/telugu-hospital-staff-killing-patients-except-for-one-the-other-two-clips-in-this-video-are-old-unrelated/
 వాక్సిన్ వృధా చేయటంలో తెలుగు రాష్ట్రాలు భారత దేశంలోనే తోలి రెండు స్థానాల్లో ఉన్నాయి.,https://factly.in/telugu-old-data-is-being-currently-shared-as-ts-ap-are-the-top-2-states-in-vaccine-wastage/
 కల్యాణ మండపాలను^ సినిమా హాళ్ళను కోవిడ్ సెంటర్లుగా మార్చిన జగన్ ప్రభుత్వం^ వాటికి సంబంధించిన ఫోటోలు.,https://factly.in/telugu-photos-of-old-covid-centres-in-america-are-shared-as-those-from-andhra-pradesh/
 కరోనా వాక్సిన్ తీసుకున్న మరియు తీసుకోని వ్యక్తుల ఛాతి యొక్క రెండు CT స్కాన్స్ ఫోటో.,https://factly.in/telugu-this-ct-scan-report-does-not-show-lungs-of-covid-19-vaccinated-person/
 ప్రజా ఆరోగ్యం రాష్ట్రాల జాబితాలోకి వస్తుంది. అయినా కూడా^ కరోనాని ఎదురుకోవడంలో రాష్ట్రాలు తమ వైఫల్యాలని కేంద్రంపై తోసేస్తున్నారు.,https://factly.in/telugu-though-public-health-is-a-state-subject-covid-19-crisis-was-managed-by-the-central-govt-from-the-beginning/
 హాలీవుడ్ నటుడు మెల్ గిబ్సన్ జీవితంలో చోటుచేసుకున్న ఆటుపోట్లని వివరించే మెసేజ్.,https://factly.in/telugu-most-parts-of-this-message-that-describes-the-events-in-hollywood-actor-mel-gibson-is-fictional/
 కరోనా సోకిందో లేదో తెలుసుకోవడానికి సంబంధించిన 30 సెకండ్ల నిడివిగల బ్రీతింగ్ టెస్ట్ వీడియో.,https://factly.in/telugu-one-cannot-find-out-if-they-are-infected-with-covid-19-by-a-breathing-test/
 ఆక్సిజన్ సిలిండర్ల బదులు ఖాళీ నెబ్యులైజర్ మెషిన్ల ద్వార ఆక్సిజన్ సదుపాయం పొందవచ్చు.,https://factly.in/telugu-this-video-is-wrong-in-saying-oxygen-can-be-supplied-by-nebulizer-machines-instead-of-oxygen-cylinders/
 దేశంలో 10% పైగా జనాభా కోవిడ్-19వాక్సిన్ తీసుకుంటే^ 1.4% జనాభా మాత్రమే వాక్సిన్ తీసుకున్నట్టు రాహుల్ గాంధీ చేసిన తప్పుడు ట్వీట్.,https://factly.in/telugu-rahul-gandhi-in-this-tweet-mentions-about-1-4-population-who-took-two-doses-of-vaccine-not-just-first-dose/
 మధ్యప్రదేశ్ ఇండోర్ నగరంలో దేశంలోనే 2వ అతి పెద్ద కోవిడ్ సంరక్షణ కేంద్రాన్ని RSS నిర్మించింది.,https://factly.in/telugu-maa-ahilya-covid-care-center-in-madhya-pradesh-was-not-built-by-rss/
 ప్రతి రోజు పెసర గింజంత పచ్చ కర్పూరం తింటే కరోనా వైరస్ నయం అవుతుంది.,https://factly.in/telugu-edible-camphor-does-not-cure-covid-19/
 కేంద్ర ప్రభుత్వం ‘PM CARES’ ఫండ్ ద్వారా రాష్ట్రాలకు జనవరి 2021 లోనే 201.58 కోట్ల రూపాయలను విడుదల చేసినా^ మెడికల్ ఆక్సిజన్ ప్లాంట్లు పెట్టడంలో విఫలమైన రాష్ట్ర ప్రభుత్వాలు.,https://factly.in/telugu-delay-in-setting-up-oxygen-plants-is-not-completely-the-failure-of-state-governments/
 ఉత్తర ప్రదేశ్ పోలీసుని ఎదురు ప్రశ్నించినందుకు తను ఒక దళిత జంటని కాల్చి చంపిన వీడియో.,https://factly.in/telugu-clip-from-an-upcoming-web-series-shared-as-visuals-of-up-police-killing-a-dalit-couple/
 శవాలతో రద్దీగా ఉన్న స్మశాన వాటిక వీడియో నాసిక్^ మహారాష్ట్ర కు చెందింది.,https://factly.in/telugu-video-of-cemetery-in-gujarat-is-being-shared-as-that-from-nashik-maharashtra/
 నెలసరికి 5 రోజుల ముందు^ అలాగే 5 రోజుల తరువాత వరకు కోవిడ్-19 యొక్క వ్యాక్సిన్ చేయించుకోకూడదు.,https://factly.in/telugu-there-is-no-such-contraindication-saying-women-cant-take-covid-vaccine-during-their-periods/
 కాంగ్రెస్ హయాంలో 13 ఆల్ ఇండియా ఇన్స్టిట్యూట్ అఫ్ మెడికల్ సైన్సెస్ (AIIMS) నిర్మించగా^ మోదీ హయాంలో మాత్రం ఒక్కటి కూడా నిర్మించలేదు.,https://factly.in/telugu-news-aiims-approved-under-pm-modi-are-already-providing-services/
 గుజరాత్ తాపి జిల్లాలో టెంట్ల కింద నేలపై కరోనా పేషెంట్స్ కి వైద్యం అందిస్తున్న ఫోటో.,https://factly.in/telugu-typhoid-patients-being-treated-under-tents-in-maharashtra-shared-as-covid-19-patients-in-gujarat/
 కోవిడ్ వైరస్ 5.5 హెర్ట్జ్ వైబ్రేషన్ కలిగి ఉంది మరియు 25.5 హెర్ట్జ్ పైన చనిపోతుంది’^ కాబట్టి మనిషి అధిక వైబ్రేషన్ కలిగే పనులు చేయడం వల్ల కరోనా వైరస్ నుండి రక్షించుకోవచ్చు.,https://factly.in/telugu-no-scientific-evidence-to-suggest-that-high-vibration-actions-can-protect-against-the-corona-virus/
 మహారాష్ట్రలో శవాల దుస్థితిని వీడియోలో చూడవొచ్చు.,https://factly.in/telugu-video-shared-as-plight-of-corpses-in-maharashtra-is-actually-from-surat-gujarat/
 భారత ప్రధాని నరేంద్ర మోదీ కరోనా వైరస్‌ని నియంత్రించగల సమర్ధుడని పొగుడుతూ ఇజ్రాయిల్ ప్రధాని బెంజమిన్ నెతన్యాహు చేసిన వ్యాఖ్యలు.,https://factly.in/telugu-israel-pm-netanyahu-dis-not-say-that-pm-modi-is-capable-of-controlling-the-coronavirus/
 స్మార్ట్ సిటీ పథకం కింద వరంగల్ నగరానికి 2^300 కోట్ల రూపాయిలు మంజూరు చేసిన కేంద్రం ప్రభుత్వం.,https://factly.in/telugu-central-govt-has-so-far-released-only-rs-196-crore-under-the-warangal-smart-city-scheme/
 భారత దేశంలో ప్రజలు వైద్యం అందక ఆక్సిజన్ సిలెండర్లని చేత పట్టుకొని ప్రాణాల కోసం పోరాటం చేస్తున్న ప్రస్తుత దృశ్యాలు.,https://factly.in/telugu-unrelated-images-are-being-linked-to-situation-of-covid-19-in-india/
 తాజాగా తెలంగాణ ప్రభుత్వం విధించిన రాత్రి కర్ఫ్యూలో బయటికి వచ్చినందుకు పోలీసులు ఒకతన్ని కొడుతున్న వీడియో.,https://factly.in/telugu-old-video-shared-as-police-hitting-citizens-for-coming-out-during-recently-imposed-night-curfew-in-telangana/
 ఆంధ్ర ప్రదేశ్^ తెలంగాణ^ గుజరాత్ ప్రభుత్వ ఆసుపత్రి దుస్థితిని తెలియచేస్తున్న ఫోటో.,https://factly.in/telugu-photo-from-maharashtra-shared-as-bad-situation-of-govt-hospitals-in-andhra-pradesh/
 కోవిడ్ వాక్సిన్ తీసుకున్న తర్వాత పదిహేను రోజుల లోపు టెస్ట్ చేస్తే పాజిటివ్ వస్తుందని^ అందుకే కోవిడ్ కేసులు పెరుగుతున్నాయని’ చెప్తున్న వీడియో.,https://factly.in/telugu-no-scientific-evidence-that-people-taking-covid-19-vaccine-will-be-tested-positive-for-the-virus-within-15-days/
 అమిత్ షా^ యోగి ఆదిత్యనాథ్ మరియు ఇతర సాధువులు మాస్కులు ధరించకుండా ప్రస్తుత కుంభమేళాలో పాలుగొంటున్న ఫోటోలు.,https://factly.in/telugu-old-photos-are-being-attributed-to-the-current-kumbh-mela/
 కోవిడ్-19 వైరస్ గంగానదిలో జీవించగలిగే అవకాశాల్లేవు. అందుకే^ లక్షలాది మంది నదిలో స్నానం చేసినా^ కుంభమేళాలో కరోనా కేసులు తక్కువగా ఉన్నాయి.,https://factly.in/telugu-no-scientific-evidence-to-suggest-that-the-covid-19-virus-is-unlikely-to-survive-in-the-ganges/
 ఇప్పుడు జరుగుతున్న కుంభమేళలో పెద్ద సంఖ్యలో సాధువులు ఒకే చోట ఉన్న వీడియో.,https://factly.in/telugu-old-video-is-being-linked-to-the-ongoing-kumbh-mela-in-haridwar/
 మహారాష్ట్ర మరియు గుంటూరు GGH హాస్పిటల్ లో పెద్ద సంఖ్యలో మృతదేహాలు ఉన్న వీడియో.,https://factly.in/telugu-video-of-dead-bodies-at-raipur-ambedkar-hospital-is-being-attributed-to-other-places/
 మహారాష్ట్రలో అంబులెన్స్ లోనే కోవిడ్-19 ట్రీట్మెంట్ ఇస్తున్న దృశ్యాలు.,https://factly.in/telugu-video-of-ambulances-queuing-in-front-of-ahmedabad-civil-hospital-is-shared-as-that-from-maharashtra/
 ఉత్తర ప్రదేశ్ ముఖ్యమంత్రి యోగి అధిత్యనాథ్  ప్రైవేటు విద్యా సంస్థల్లో SC^ ST లకు ఉచితంగా ప్రవేశాలు పొందే వ్యవస్థను రద్దు చేసాడు.,https://factly.in/telugu-up-govt-has-not-banned-free-admission-for-sc-and-st-students-in-private-educational-institutions/
 మూడు కళ్ళతో పుట్టిన హిమాలయ యోగి ఫోటో.,https://factly.in/telugu-edited-photo-shared-as-3-eyed-himalayan-yogi/
 కోవిడ్-19 వల్ల చనిపోయిన వారి మృతదేహాలతో నిండిపోయిన హైదరాబాద్ గాంధీ ఆసుపత్రి వీడియో.,https://factly.in/telugu-video-of-raipur-ambedkar-hospital-is-shared-as-dead-bodies-at-hyderabad-gandhi-hospital/
 నరేంద్ర మోదీ మీద ప్రేమతో ఇండోనేషియా అధినేత తన మనవడికి ‘శ్రీ నరేంద్ర’ అనే పేరు పెట్టుకున్నాడు.,https://factly.in/telugu-the-indonesian-president-did-not-name-his-grandson-sri-narendra-out-of-love-for-pm-modi/
 ‘ఇక‌పై ఇంటింటికీ వెళ్లి కోవిడ్ టీకాల పంపిణీ మరియు 45 ఏళ్లకు త‌క్కువ వ‌య‌స్సు ఉన్నవారికి కూడా టీకా’.,https://factly.in/telugu-the-news-that-covid-19-vaccines-will-be-distributed-door-to-door-is-not-true/
 3^200 సంవత్సరాల నాటి నరసింహస్వామి విగ్రహం దక్షిణ టర్కిష్- సిరియా సరిహద్దు తవ్వకాలలో బయటబడింది.,https://factly.in/telugu-indonesian-hindu-temple-statue-shared-as-that-unearthed-at-turkish-syrian-border/
 మహారాష్ట్రలోని నాగపూర్ లో పండించిన క్యాబేజీలో ఒక ప్రమాదకర విష పురుగుని గుర్తించారు.,https://factly.in/telugu-no-dangerous-worms-were-found-in-the-cabbage/
  ప్రపంచ ఆరోగ్య సంస్థ (WHO) ఒక భారత విద్యార్థి కనుగొన్న సహజ కోవిడ్-19 నివారణను మొదటిసారి అంగీకరించింది.,https://factly.in/telugu-who-has-not-accepted-any-indian-students-home-remedy-for-covid-19-cure/
 రాహుల్ గాంధీ^ మసీదులో చేతులు జోడించి నమస్కరించి^ హిందూ దేవాలయంలో నమాజ్ చేస్తున్న ఫోటోలు.,https://factly.in/telugu-photo-of-rahul-gandhi-accepting-prasad-in-a-temple-shared-as-him-offering-namaz/
 తాజాగా నోయిడా లో హిందూ లాగా నటించి ఒక అమ్మాయిని మోసం చేసిన రెహాన్. ఆ లవ్ జిహాద్ ఘటన కి సంబంధించిన ఫోటో.,https://factly.in/telugu-old-photo-of-a-couple-being-interrogated-by-up-police-is-falsely-shared-with-love-jihad-angle/
 పశ్చిమ బెంగాల్ లో పోలింగ్ బూత్ పై దాడికి దిగిన అల్లరి మూకలని కేంద్ర బలగాలు అదుపు చేస్తున్న దృశ్యాలు.,https://factly.in/telugu-unrelated-old-video-is-shared-as-tense-situation-at-polling-booth-during-west-bengal-assembly-elections/
statement,link
 లవ్ జీహాద్ ని విరోధించినందుకు ఢిల్లీ లో మహిళను ఒక వ్యక్తి హత్య చేస్తున్న వీడియో.,https://factly.in/telugu-incident-of-husband-killing-his-wife-is-shared-as-love-jihad-both-belong-to-hindu-community/
 పాకిస్థాన్‌కు 4.5 కోట్ల కోవిడ్-19 వ్యాక్సిన్ డోసులు పంపి^ భారత్ లోని మహారాష్ట్రకు మాత్రం కేవలం 7.5 లక్షల డోసులు పంపిన మోదీ ప్రభుత్వం.,https://factly.in/telugu-it-is-not-true-that-modi-govt-had-sent-crores-of-covid-19-vaccine-doses-to-pakistan/
 ఏ కులాన్ని అవమానించినా కేసులు పెట్టేవిధంగా అట్రాసిటీ చట్టసవరణ చేయాలని^ ఆత్మగౌరవం ఒకరి సొత్తు కాదని సుప్రీం కోర్టు లో వాదిస్తున్న కేంద్ర ప్రభుత్వం. దానికి సంబంధించిన న్యూస్ ఆర్టికల్ ఫోటో.,https://factly.in/telugu-govt-has-not-yet-amended-the-ipc-to-include-three-years-in-prison-for-degrading-any-caste/
 కమల్ హాసన్ తమిళనాడు ఎన్నికల ప్రచారంలో ఆంధ్రప్రదేశ్ ముఖ్యమంత్రి జగన్ మోహన్ రెడ్డి మరియు పవన్ కళ్యాణ్ పై విమర్శలు చేసాడు.,https://factly.in/telugu-kamal-haasan-did-not-criticise-ap-cm-ys-jagan-and-pawan-kalyan-during-tn-election-campaign/
 రెండు అండర్ పాస్ లలో వస్తున్న ట్రక్^ బస్సులపై నుండి ఒక కార్ దూకుతూ రోడ్డు అవతలి వైపుకు చేరుకున్న వీడియో.,https://factly.in/telugu-graphic-video-of-a-car-jumping-over-a-bus-and-truck-is-being-shared-as-real/
 50 వేల కోట్ల ఆస్థి^ 7^185 మంది ఉద్యోగులున్న BEML (భారత్ ఎర్త్ మూవర్స్ లిమిటెడ్) ని BJP అమ్మేయబోతుంది.,https://factly.in/telugu-beml-bharat-earth-movers-limited-has-assets-worth-rs-5000-crore-and-not-rs-50000-crore/
 బీజేపీ ఒడిశా లోని పూరీ జగన్నాథ్ ఆలయం ఆస్తులు అమ్ముతుంది. దానికి సంబంధించిన న్యూస్ ఆర్టికల్ ఫోటో.,https://factly.in/telugu-puri-jagannath-temple-property-sale-not-related-to-bjp-bjd-party-is-ruling-in-odisha/
 తిరుపతిలో ఉండడానికి ఎవ్వరూ ఇష్టపడరు అని ఆంధ్రప్రదేశ్ ముఖ్యమంత్రి వై.ఎస్. జగన్ అంటున్న వీడియో.,https://factly.in/telugu-video-of-ap-cm-ys-jagan-is-edited-with-his-2014-comments-and-shared-with-false-context/
 కరోనా విజృంభిస్తున్న సమయంలో మాస్క్ ధరించకుండా ఢిల్లీ ముఖ్యమంత్రి అరవింద్ కేజ్రివాల్^ ఉపముఖ్యమంత్రి మనిష్ సిసోడియా ఒక చిన్నపిల్లాడికి మాస్క్ ఎలా ధరించాలో నేర్పుతున్న దృశ్యం.,https://factly.in/telugu-2019-photo-of-delhi-cm-kejriwal-distributing-free-masks-is-falsely-linked-to-covid-19/
 కోవిడ్-19 వ్యాధి సోకకుండా ఉండటానికి ICMR న్యూఢిల్లీ ఇచ్చిన మార్గదర్శకాల లిస్ట్.,https://factly.in/telugu-icmr-did-not-release-this-list-of-covid-19-precautions/
statement,link
 భారతదేశం నుండి ఒక కాకి పాకిస్తాన్‌కి వెళ్లి అక్కడి నుండి వంద రూపాయల నోటుని తీసుకొచ్చింది.,https://factly.in/telugu-this-story-of-crow-travelling-to-pakistan-from-india-and-returning-with-100-rupee-note-is-fictional/
 తాజాగా చత్తీస్‌గఢ్‌ లోని బీజాపుర్‌లో భద్రతా దళాల పై మావోయిస్టుల దాడికి సంబంధించిన దృశ్యాలు.,https://factly.in/telugu-old-videos-are-being-shared-as-visuals-of-recent-attack-by-maoists-in-chhattisgarh/
 పశ్చిమ బెంగాల్ రాష్ట్రంలో ముస్లింల అరాచకాన్ని చూపుతున్న వీడియోలు.,https://factly.in/telugu-videos-from-bangladesh-shared-as-violence-by-muslims-in-west-bengal/
